term,index,definition
applicable month,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-430_subsection-h,"means, with respect to any plan for any plan year, the month which includes the valuation date of such plan for such plan year or, at the election of the plan sponsor, any of the 4 months which precede such month."
fractional ownership interest,title-26_subtitle-D_chapter-31_subchapter-B_section-4043_subsection-c,"means— (i) the ownership of an interest in a fractional program aircraft, (ii) the holding of a multi-year leasehold interest in a fractional program aircraft, or (iii) the holding of a multi-year leasehold interest which is convertible into an ownership interest in a fractional program aircraft."
applicable employer cost,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-E_section-420_subsection-c,"means, with respect to any taxable year, the amount determined by dividing— (i) the qualified current retiree liabilities of the employer for such taxable year determined— (I) separately with respect to applicable health benefits and applicable life insurance benefits, (II) without regard to any reduction under subsection (e)(1)(B), and (III) in the case of a taxable year in which there was no qualified transfer, in the same manner as if there had been such a transfer at the end of the taxable year, by (ii) the number of individuals to whom coverage was provided during such taxable year for the benefits with respect to which the determination under clause (i) is made."
nontaxable use,title-26_subtitle-D_chapter-32_subchapter-A_part-III_subpart-A_section-4082_subsection-b,"means— (1) any use which is exempt from the tax imposed by section 4041(a)(1) other than by reason of a prior imposition of tax, (2) any use in a train, and (3) any use described in section 4041(a)(1)(C)(iii)(II)."
nontaxable use,title-26_subtitle-D_chapter-32_subchapter-A_part-III_subpart-A_section-4082_subsection-b,does not include the use of kerosene in an aircraft and such term shall not include any use described in section 6421(e)(2)(C).
nontaxable use,title-26_subtitle-F_chapter-65_subchapter-B_section-6427_subsection-l,means any use which is exempt from the tax imposed by section 4041(a)(1) other than by reason of a prior imposition of tax.
nontaxable use,title-26_subtitle-F_chapter-65_subchapter-B_section-6427_subsection-l,"means of a credit card issued to the ultimate purchaser, the Secretary shall pay to the person extending the credit to the ultimate purchaser the amount which would have been paid under paragraph (1) (but for subparagraph (A)), but only if such person meets the requirements of clauses (i), (ii), and (iii) of section 6416(a)(4)(B)."
nontaxable use,title-26_subtitle-F_chapter-68_subchapter-B_part-I_section-6715_subsection-c,meaning given such term by section 4082(b).
applicable threshold,title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,"means— (i) $450,000 in the case of subsection (a), (ii) $425,000 in the case of subsection (b), (iii) $400,000 in the case of subsection (c), and (iv) ½ the amount applicable under clause (i) (after adjustment, if any, under subparagraph (C)) in the case of subsection (d)."
capacity-to-power ratio,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45X_subsection-b,"means, with respect to a battery cell or battery module, the ratio of the capacity of such cell or module to the maximum discharge amount of such cell or module."
qualified annexed area,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-141_subsection-d,"means, with respect to the governmental unit acquiring the property, any area if— (I) such area is contiguous to, and annexed for general governmental purposes into, a qualified service area of such unit, (II) output from such property is made available to all members of the general public in the annexed area, and (III) the annexed area is not greater than 10 percent of such qualified service area."
imported taxable product,title-26_subtitle-D_chapter-38_subchapter-D_section-4682_subsection-c,"means any product (other than an ozone-depleting chemical) entered into the United States for consumption, use, or warehousing if any ozone-depleting chemical was used as material in the manufacture or production of such product."
imported taxable product,title-26_subtitle-D_chapter-38_subchapter-D_section-4682_subsection-c,shall not include any product specified in regulations prescribed by the Secretary as using a de minimis amount of ozone-depleting chemicals as materials in the manufacture or production thereof.
reserve property,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-468_subsection-d,means any property with respect to which a reserve is established under subsection (a)(1).
overall domestic loss,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-A_section-904_subsection-g,"means— (i) with respect to any qualified taxable year, the domestic loss for such taxable year to the extent such loss offsets taxable income from sources without the United States for the taxable year or for any preceding qualified taxable year by reason of a carryback, and (ii) with respect to any other taxable year, the domestic loss for such taxable year to the extent such loss offsets taxable income from sources without the United States for any preceding qualified taxable year by reason of a carryback."
qualified product identification number,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25C_subsection-h,"means, with respect to any item of specified property, the product identification number assigned to such item by the qualified manufacturer pursuant to the methodology referred to in paragraph (3)."
