term,type,index,definition
maximum deductible amount,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-280H_subsection-d,"means the sum of— (1) the applicable amounts paid during the deferral period, plus (2) an amount equal to the product of— (A) the amount determined under paragraph (1), divided by the number of months in the deferral period, multiplied by (B) the number of months in the nondeferral period."
eligible access expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-44_subsection-c,means amounts paid or incurred by an eligible small business for the purpose of enabling such eligible small business to comply with applicable requirements under the Americans With Disabilities Act of 1990 (as in effect on the date of the enactment of this section).
eligible access expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-44_subsection-c,"shall not include any amount unless the taxpayer establishes, to the satisfaction of the Secretary, that the resulting removal of any barrier (or the provision of any services, modifications, materials, or equipment) meets the standards promulgated by the Secretary with the concurrence of the Architectural and Transportation Barriers Compliance Board and set forth in regulations prescribed by the Secretary."
qualified zone,Concept,title-26_subtitle-A_chapter-1_subchapter-R_section-1355_subsection-g,means the Great Lakes Waterway and the St.
qualified costs,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45H_subsection-c,"means, with respect to any facility, those costs paid or incurred during the applicable period for compliance with the applicable EPA regulations with respect to such facility, including expenditures for the construction of new process operation units or the dismantling and reconstruction of existing process units to be used in the production of low sulfur diesel fuel, associated adjacent or offsite equipment (including tankage, catalyst, and power supply), engineering, construction period interest, and sitework."
personal casualty loss,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-165_subsection-h,means any loss described in subsection (c)(3).
qualified amateur sports organization,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-I_section-501_subsection-j,means any organization organized and operated exclusively to foster national or international amateur sports competition if such organization is also organized and operated primarily to conduct national or international competition in sports or to support and develop amateur athletes for national or international competition in sports.
specified research or experimental expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-174_subsection-b,"means, with respect to any taxable year, research or experimental expenditures which are paid or incurred by the taxpayer during such taxable year in connection with the taxpayer's trade or business."
taxpayer return information,Concept,title-26_subtitle-F_chapter-61_subchapter-B_section-6103_subsection-b,"means return information as defined in paragraph (2) which is filed with, or furnished to, the Secretary by or on behalf of the taxpayer to whom such return information relates."
qualified trust,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-402_subsection-c,means an employees' trust described in section 401(a) which is exempt from tax under section 501(a).
qualified trust,Concept,title-26_subtitle-A_chapter-1_subchapter-J_part-I_subpart-D_section-665_subsection-c,"means any trust other than— (A) a foreign trust (or, except as provided in regulations, a domestic trust which at any time was a foreign trust), or (B) a trust created before March 1, 1984, unless it is established that the trust would not be aggregated with other trusts under section 643(f) if such section applied to such trust."
qualified trust,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-856_subsection-h,means any trust described in section 401(a) and exempt from tax under section 501(a).
qualifying advanced energy project,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48C_subsection-c,"means a project, any portion of the qualified investment of which is certified by the Secretary under subsection (e) as eligible for a credit under this section— (i) which re-equips, expands, or establishes an industrial or manufacturing facility for the production or recycling of— (I) property designed to be used to produce energy from the sun, water, wind, geothermal deposits (within the meaning of section 613(e)(2)), or other renewable resources, (II) fuel cells, microturbines, or energy storage systems and components, (III) electric grid modernization equipment or components, (IV) property designed to capture, remove, use, or sequester carbon oxide emissions, (V) equipment designed to refine, electrolyze, or blend any fuel, chemical, or product which is— (VI) property designed to produce energy conservation technologies (including residential, commercial, and industrial applications), (VII) light-, medium-, or heavy-duty electric or fuel cell vehicles, as well as— (VIII) hybrid vehicles with a gross vehicle weight rating of not less than 14,000 pounds, as well as technologies, components, or materials for such vehicles, or (IX) other advanced energy property designed to reduce greenhouse gas emissions as may be determined by the Secretary, (ii) which re-equips an industrial or manufacturing facility with equipment designed to reduce greenhouse gas emissions by at least 20 percent through the installation of— (I) low- or zero-carbon process heat systems, (II) carbon capture, transport, utilization and storage systems, (III) energy efficiency and reduction in waste from industrial processes, or (IV) any other industrial technology designed to reduce greenhouse gas emissions, as determined by the Secretary, or (iii) which re-equips, expands, or establishes an industrial facility for the processing, refining, or recycling of critical materials (as defined in section 7002(a) of the Energy Act of 2020 (30 U."
net short-term capital gain,Concept,title-26_subtitle-A_chapter-1_subchapter-P_part-III_section-1222,means the excess of short-term capital gains for the taxable year over the short-term capital losses for such year.
